Order ID,Product ID,Customer ID,Date,Quantity,Region,Name_x,Age,Country,Join Date,Name_y,Category,Cost Price,Selling Price,Revenue,Cost,Profit,Order Date,Month
ORD00859,PROD008,CUST0198,2025-03-21,2,South,Mrs. Lisa Thomas,58,Gibraltar,2022-12-08,Webcam,Electronics,283,341,682,566,116,2025-03-21,2025-03
ORD00712,PROD008,CUST0089,2023-10-08,2,South,Kristina Smith,38,Kenya,2023-09-17,Webcam,Electronics,283,341,682,566,116,2023-10-08,2023-10
ORD00130,PROD008,CUST0143,2023-09-07,3,South,David Green,31,Malta,2023-04-06,Webcam,Electronics,283,341,1023,849,174,2023-09-07,2023-09
ORD00228,PROD008,CUST0143,2023-12-01,3,North,David Green,31,Malta,2023-04-06,Webcam,Electronics,283,341,1023,849,174,2023-12-01,2023-12
ORD00772,PROD008,CUST0059,2024-09-08,1,North,Jonathan Gomez,24,Liechtenstein,2022-09-14,Webcam,Electronics,283,341,341,283,58,2024-09-08,2024-09
ORD00726,PROD008,CUST0010,2024-05-19,4,North,Robert Wilson,40,Norway,2025-01-16,Webcam,Electronics,283,341,1364,1132,232,2024-05-19,2024-05
ORD00146,PROD008,CUST0079,2024-12-15,3,West,Kenneth Obrien,27,Wallis and Futuna,2023-05-22,Webcam,Electronics,283,341,1023,849,174,2024-12-15,2024-12
ORD00957,PROD008,CUST0007,2023-11-18,2,North,Eric Cisneros,38,Samoa,2024-03-06,Webcam,Electronics,283,341,682,566,116,2023-11-18,2023-11
ORD00321,PROD008,CUST0176,2023-08-18,1,North,Thomas Montgomery,68,Niger,2023-12-04,Webcam,Electronics,283,341,341,283,58,2023-08-18,2023-08
ORD00313,PROD008,CUST0072,2025-04-27,4,West,Justin Austin,59,Iraq,2024-08-11,Webcam,Electronics,283,341,1364,1132,232,2025-04-27,2025-04
ORD00156,PROD008,CUST0167,2024-04-20,4,West,George Small,56,Eritrea,2023-08-28,Webcam,Electronics,283,341,1364,1132,232,2024-04-20,2024-04
ORD00265,PROD008,CUST0120,2024-11-01,1,East,Margaret Bryant,56,Faroe Islands,2024-08-11,Webcam,Electronics,283,341,341,283,58,2024-11-01,2024-11
ORD00440,PROD008,CUST0141,2025-01-07,4,South,Matthew Griffin,54,Niue,2022-10-30,Webcam,Electronics,283,341,1364,1132,232,2025-01-07,2025-01
ORD00304,PROD008,CUST0170,2024-08-06,2,North,Thomas Morgan,60,Palestinian Territory,2025-03-02,Webcam,Electronics,283,341,682,566,116,2024-08-06,2024-08
ORD00677,PROD008,CUST0170,2023-11-28,1,West,Thomas Morgan,60,Palestinian Territory,2025-03-02,Webcam,Electronics,283,341,341,283,58,2023-11-28,2023-11
ORD00371,PROD008,CUST0158,2024-03-18,2,North,Alex Cooper,49,Canada,2023-07-16,Webcam,Electronics,283,341,682,566,116,2024-03-18,2024-03
ORD00381,PROD008,CUST0013,2023-11-29,1,North,Rebecca Thompson,41,Canada,2023-09-27,Webcam,Electronics,283,341,341,283,58,2023-11-29,2023-11
ORD00555,PROD008,CUST0160,2024-08-14,4,East,Jeffrey Bell,66,Ghana,2023-04-03,Webcam,Electronics,283,341,1364,1132,232,2024-08-14,2024-08
ORD00195,PROD008,CUST0096,2025-04-19,4,East,Carlos Kidd,42,Argentina,2024-01-27,Webcam,Electronics,283,341,1364,1132,232,2025-04-19,2025-04
ORD00806,PROD008,CUST0096,2024-07-07,3,West,Carlos Kidd,42,Argentina,2024-01-27,Webcam,Electronics,283,341,1023,849,174,2024-07-07,2024-07
ORD00204,PROD008,CUST0184,2024-08-22,2,North,Luis Stephens,45,Bulgaria,2024-05-18,Webcam,Electronics,283,341,682,566,116,2024-08-22,2024-08
ORD00210,PROD008,CUST0084,2024-04-16,4,East,Brian Lee,32,Switzerland,2024-01-22,Webcam,Electronics,283,341,1364,1132,232,2024-04-16,2024-04
ORD00283,PROD008,CUST0003,2024-02-15,1,West,Kurt Walters,46,Wallis and Futuna,2022-12-10,Webcam,Electronics,283,341,341,283,58,2024-02-15,2024-02
ORD00606,PROD008,CUST0003,2023-10-07,2,East,Kurt Walters,46,Wallis and Futuna,2022-12-10,Webcam,Electronics,283,341,682,566,116,2023-10-07,2023-10
ORD00888,PROD008,CUST0110,2025-03-28,4,East,Samantha Williams,41,Hong Kong,2022-05-23,Webcam,Electronics,283,341,1364,1132,232,2025-03-28,2025-03
ORD00464,PROD008,CUST0006,2023-06-08,3,North,Antonio Morris,25,Seychelles,2024-06-26,Webcam,Electronics,283,341,1023,849,174,2023-06-08,2023-06
ORD00268,PROD008,CUST0005,2024-03-29,2,South,Karen Anderson,60,Sierra Leone,2024-09-06,Webcam,Electronics,283,341,682,566,116,2024-03-29,2024-03
ORD00273,PROD008,CUST0099,2023-12-29,1,West,David Montoya,46,Cuba,2024-02-03,Webcam,Electronics,283,341,341,283,58,2023-12-29,2023-12
ORD00996,PROD008,CUST0125,2024-12-24,3,North,Natasha Mcintosh,25,Iran,2022-07-28,Webcam,Electronics,283,341,1023,849,174,2024-12-24,2024-12
ORD00836,PROD008,CUST0105,2024-11-14,1,North,James Jones,26,Papua New Guinea,2023-12-14,Webcam,Electronics,283,341,341,283,58,2024-11-14,2024-11
ORD00954,PROD008,CUST0090,2023-09-23,1,North,Thomas Richmond,33,Kazakhstan,2022-10-03,Webcam,Electronics,283,341,341,283,58,2023-09-23,2023-09
ORD00830,PROD008,CUST0147,2024-03-05,3,South,Andrew Ryan,43,Solomon Islands,2023-03-05,Webcam,Electronics,283,341,1023,849,174,2024-03-05,2024-03
ORD00646,PROD008,CUST0097,2024-12-24,1,East,Rebecca Smith,62,Svalbard & Jan Mayen Islands,2024-02-29,Webcam,Electronics,283,341,341,283,58,2024-12-24,2024-12
ORD00834,PROD008,CUST0048,2023-09-12,2,East,Jerry Martin,35,Japan,2024-07-21,Webcam,Electronics,283,341,682,566,116,2023-09-12,2023-09
ORD00645,PROD008,CUST0191,2023-09-10,4,East,Gail Taylor,42,Tonga,2023-07-28,Webcam,Electronics,283,341,1364,1132,232,2023-09-10,2023-09
ORD00602,PROD008,CUST0058,2024-11-24,4,West,Christopher Gonzales,64,Serbia,2022-12-29,Webcam,Electronics,283,341,1364,1132,232,2024-11-24,2024-11
ORD00781,PROD008,CUST0050,2023-07-24,4,West,Victoria Burns,42,Panama,2022-10-04,Webcam,Electronics,283,341,1364,1132,232,2023-07-24,2023-07
ORD00436,PROD008,CUST0174,2024-03-22,1,South,Martin Rose,49,Colombia,2024-08-18,Webcam,Electronics,283,341,341,283,58,2024-03-22,2024-03
ORD00570,PROD008,CUST0174,2023-06-11,4,North,Martin Rose,49,Colombia,2024-08-18,Webcam,Electronics,283,341,1364,1132,232,2023-06-11,2023-06
ORD00685,PROD008,CUST0021,2024-12-12,2,North,Jeffrey Rodriguez,61,Namibia,2025-04-23,Webcam,Electronics,283,341,682,566,116,2024-12-12,2024-12
ORD00958,PROD008,CUST0095,2023-11-25,1,West,Nicholas Johnson,43,Vietnam,2023-09-26,Webcam,Electronics,283,341,341,283,58,2023-11-25,2023-11
ORD00597,PROD008,CUST0127,2023-06-27,4,West,James Brown,51,Uzbekistan,2024-08-05,Webcam,Electronics,283,341,1364,1132,232,2023-06-27,2023-06
ORD00734,PROD008,CUST0094,2024-08-05,1,West,Molly Turner,41,Marshall Islands,2022-07-21,Webcam,Electronics,283,341,341,283,58,2024-08-05,2024-08
ORD00910,PROD008,CUST0043,2025-02-23,3,East,Andrea Kelly,68,Peru,2024-01-16,Webcam,Electronics,283,341,1023,849,174,2025-02-23,2025-02
ORD00945,PROD008,CUST0144,2025-05-06,1,East,Michael Smith,20,Anguilla,2024-07-29,Webcam,Electronics,283,341,341,283,58,2025-05-06,2025-05
ORD00793,PROD001,CUST0128,2024-06-16,1,East,Virginia Burton,50,Panama,2024-11-11,Laptop,Electronics,247,325,325,247,78,2024-06-16,2024-06
ORD00002,PROD001,CUST0114,2025-04-14,3,South,Kimberly Morris,25,Cape Verde,2024-03-29,Laptop,Electronics,247,325,975,741,234,2025-04-14,2025-04
ORD00330,PROD001,CUST0115,2025-04-07,1,West,Devin Rogers,52,Romania,2025-03-18,Laptop,Electronics,247,325,325,247,78,2025-04-07,2025-04
ORD00004,PROD001,CUST0014,2023-08-06,4,East,Matthew Alvarado,53,United Arab Emirates,2024-12-10,Laptop,Electronics,247,325,1300,988,312,2023-08-06,2023-08
ORD00005,PROD001,CUST0009,2023-07-28,2,South,Laura Maddox,36,Ireland,2025-02-22,Laptop,Electronics,247,325,650,494,156,2023-07-28,2023-07
ORD00336,PROD001,CUST0040,2024-09-23,1,North,George Vincent,69,Kuwait,2022-11-10,Laptop,Electronics,247,325,325,247,78,2024-09-23,2024-09
ORD00684,PROD001,CUST0040,2023-08-28,2,East,George Vincent,69,Kuwait,2022-11-10,Laptop,Electronics,247,325,650,494,156,2023-08-28,2023-08
ORD00890,PROD001,CUST0194,2023-09-20,3,West,Dr. Joseph Wood,18,Maldives,2024-03-09,Laptop,Electronics,247,325,975,741,234,2023-09-20,2023-09
ORD00478,PROD001,CUST0025,2023-05-17,1,East,Elizabeth Bond,38,Uzbekistan,2025-03-26,Laptop,Electronics,247,325,325,247,78,2023-05-17,2023-05
ORD00926,PROD001,CUST0025,2024-06-07,2,West,Elizabeth Bond,38,Uzbekistan,2025-03-26,Laptop,Electronics,247,325,650,494,156,2024-06-07,2024-06
ORD00209,PROD001,CUST0103,2024-12-02,1,East,Martin Fitzpatrick,42,Cote d'Ivoire,2022-10-29,Laptop,Electronics,247,325,325,247,78,2024-12-02,2024-12
ORD00585,PROD001,CUST0103,2024-10-30,1,West,Martin Fitzpatrick,42,Cote d'Ivoire,2022-10-29,Laptop,Electronics,247,325,325,247,78,2024-10-30,2024-10
ORD00603,PROD001,CUST0022,2024-10-17,3,East,Mark Taylor,47,Albania,2024-01-17,Laptop,Electronics,247,325,975,741,234,2024-10-17,2024-10
ORD00011,PROD001,CUST0004,2024-06-03,2,West,Joseph Oconnor,32,Sweden,2023-09-07,Laptop,Electronics,247,325,650,494,156,2024-06-03,2024-06
ORD00012,PROD001,CUST0154,2023-09-10,1,West,Leslie Young,43,Finland,2023-01-05,Laptop,Electronics,247,325,325,247,78,2023-09-10,2023-09
ORD00049,PROD001,CUST0154,2024-03-17,3,West,Leslie Young,43,Finland,2023-01-05,Laptop,Electronics,247,325,975,741,234,2024-03-17,2024-03
ORD00331,PROD001,CUST0186,2024-08-12,4,North,Kevin Gallagher,61,Austria,2024-08-17,Laptop,Electronics,247,325,1300,988,312,2024-08-12,2024-08
ORD00767,PROD001,CUST0029,2023-12-14,3,East,Pamela Parker,61,Swaziland,2022-05-28,Laptop,Electronics,247,325,975,741,234,2023-12-14,2023-12
ORD00104,PROD001,CUST0098,2024-10-28,4,West,Robert Walls,58,Western Sahara,2024-05-14,Laptop,Electronics,247,325,1300,988,312,2024-10-28,2024-10
ORD00319,PROD001,CUST0037,2024-10-17,3,South,Michael Castro,64,Mauritius,2022-09-19,Laptop,Electronics,247,325,975,741,234,2024-10-17,2024-10
ORD00634,PROD001,CUST0037,2024-09-20,3,South,Michael Castro,64,Mauritius,2022-09-19,Laptop,Electronics,247,325,975,741,234,2024-09-20,2024-09
ORD00764,PROD001,CUST0037,2025-04-24,2,North,Michael Castro,64,Mauritius,2022-09-19,Laptop,Electronics,247,325,650,494,156,2025-04-24,2025-04
ORD00907,PROD001,CUST0037,2025-02-28,4,South,Michael Castro,64,Mauritius,2022-09-19,Laptop,Electronics,247,325,1300,988,312,2025-02-28,2025-02
ORD00709,PROD001,CUST0070,2024-04-04,4,East,Hannah Santiago,19,Nauru,2023-11-06,Laptop,Electronics,247,325,1300,988,312,2024-04-04,2024-04
ORD00157,PROD001,CUST0146,2024-05-14,4,North,Aaron Miller,22,Congo,2025-01-25,Laptop,Electronics,247,325,1300,988,312,2024-05-14,2024-05
ORD00022,PROD001,CUST0085,2024-01-09,1,East,Tiffany Orr,25,Bahrain,2023-04-17,Laptop,Electronics,247,325,325,247,78,2024-01-09,2024-01
ORD00095,PROD001,CUST0042,2023-07-09,3,South,Nicole Shepherd,54,Equatorial Guinea,2024-07-07,Laptop,Electronics,247,325,975,741,234,2023-07-09,2023-07
ORD00969,PROD001,CUST0042,2024-10-26,2,North,Nicole Shepherd,54,Equatorial Guinea,2024-07-07,Laptop,Electronics,247,325,650,494,156,2024-10-26,2024-10
ORD00700,PROD001,CUST0166,2024-05-14,2,North,Jordan Stanton,40,Swaziland,2024-05-21,Laptop,Electronics,247,325,650,494,156,2024-05-14,2024-05
ORD00385,PROD001,CUST0017,2023-08-18,2,North,Dominique Ward,20,Paraguay,2022-11-29,Laptop,Electronics,247,325,650,494,156,2023-08-18,2023-08
ORD00408,PROD001,CUST0017,2024-04-05,2,North,Dominique Ward,20,Paraguay,2022-11-29,Laptop,Electronics,247,325,650,494,156,2024-04-05,2024-04
ORD00030,PROD001,CUST0153,2024-01-06,2,South,Christina Meyer,32,Montserrat,2023-12-04,Laptop,Electronics,247,325,650,494,156,2024-01-06,2024-01
ORD00503,PROD001,CUST0122,2024-10-30,4,North,Cynthia Price,45,Greenland,2024-12-30,Laptop,Electronics,247,325,1300,988,312,2024-10-30,2024-10
ORD00912,PROD001,CUST0087,2024-11-26,2,South,John Barber,40,Syrian Arab Republic,2023-07-13,Laptop,Electronics,247,325,650,494,156,2024-11-26,2024-11
ORD00453,PROD001,CUST0027,2024-10-08,3,North,Charles Knox,29,Korea,2023-11-08,Laptop,Electronics,247,325,975,741,234,2024-10-08,2024-10
ORD00483,PROD001,CUST0027,2024-11-28,2,South,Charles Knox,29,Korea,2023-11-08,Laptop,Electronics,247,325,650,494,156,2024-11-28,2024-11
ORD00724,PROD001,CUST0031,2023-11-22,2,North,Holly Mills,66,Mongolia,2023-09-07,Laptop,Electronics,247,325,650,494,156,2023-11-22,2023-11
ORD00601,PROD001,CUST0134,2023-07-08,4,South,Lauren Alexander,61,Belize,2023-06-11,Laptop,Electronics,247,325,1300,988,312,2023-07-08,2023-07
ORD00105,PROD001,CUST0012,2023-08-04,1,North,Stefanie Morton,28,Panama,2024-05-18,Laptop,Electronics,247,325,325,247,78,2023-08-04,2023-08
ORD00117,PROD001,CUST0012,2025-02-10,2,West,Stefanie Morton,28,Panama,2024-05-18,Laptop,Electronics,247,325,650,494,156,2025-02-10,2025-02
ORD00044,PROD001,CUST0053,2025-03-05,1,East,Sara Gentry,26,Belize,2022-11-27,Laptop,Electronics,247,325,325,247,78,2025-03-05,2025-03
ORD00282,PROD001,CUST0145,2023-11-27,4,East,Ryan Jones,18,Liberia,2022-11-06,Laptop,Electronics,247,325,1300,988,312,2023-11-27,2023-11
ORD00411,PROD001,CUST0145,2024-08-21,4,West,Ryan Jones,18,Liberia,2022-11-06,Laptop,Electronics,247,325,1300,988,312,2024-08-21,2024-08
ORD00487,PROD001,CUST0145,2025-03-01,3,South,Ryan Jones,18,Liberia,2022-11-06,Laptop,Electronics,247,325,975,741,234,2025-03-01,2025-03
ORD00221,PROD001,CUST0190,2025-03-30,4,West,Mrs. Jill Odom,45,Malaysia,2023-05-11,Laptop,Electronics,247,325,1300,988,312,2025-03-30,2025-03
ORD00838,PROD001,CUST0190,2024-05-01,4,West,Mrs. Jill Odom,45,Malaysia,2023-05-11,Laptop,Electronics,247,325,1300,988,312,2024-05-01,2024-05
ORD00382,PROD001,CUST0046,2025-04-30,1,North,Gary Walker,26,Oman,2025-01-10,Laptop,Electronics,247,325,325,247,78,2025-04-30,2025-04
ORD00506,PROD001,CUST0046,2023-06-06,3,South,Gary Walker,26,Oman,2025-01-10,Laptop,Electronics,247,325,975,741,234,2023-06-06,2023-06
ORD00546,PROD001,CUST0046,2024-03-02,4,South,Gary Walker,26,Oman,2025-01-10,Laptop,Electronics,247,325,1300,988,312,2024-03-02,2024-03
ORD00523,PROD001,CUST0064,2025-04-09,2,West,Todd Singh,31,Belgium,2022-09-29,Laptop,Electronics,247,325,650,494,156,2025-04-09,2025-04
ORD00519,PROD001,CUST0130,2024-01-19,2,West,Gina Cortez,40,Lebanon,2023-05-04,Laptop,Electronics,247,325,650,494,156,2024-01-19,2024-01
ORD00500,PROD001,CUST0181,2024-07-19,2,East,Bailey Chapman,62,Burkina Faso,2022-12-26,Laptop,Electronics,247,325,650,494,156,2024-07-19,2024-07
ORD00060,PROD001,CUST0036,2023-07-11,3,North,Jason Burgess,32,Argentina,2023-02-24,Laptop,Electronics,247,325,975,741,234,2023-07-11,2023-07
ORD00062,PROD001,CUST0026,2023-10-09,4,East,Sharon Turner,50,Brazil,2025-04-10,Laptop,Electronics,247,325,1300,988,312,2023-10-09,2023-10
ORD00134,PROD001,CUST0026,2023-05-16,2,West,Sharon Turner,50,Brazil,2025-04-10,Laptop,Electronics,247,325,650,494,156,2023-05-16,2023-05
ORD00766,PROD001,CUST0026,2024-12-29,1,East,Sharon Turner,50,Brazil,2025-04-10,Laptop,Electronics,247,325,325,247,78,2024-12-29,2024-12
ORD00895,PROD001,CUST0026,2024-12-27,4,North,Sharon Turner,50,Brazil,2025-04-10,Laptop,Electronics,247,325,1300,988,312,2024-12-27,2024-12
ORD00097,PROD001,CUST0039,2023-07-02,1,West,Sean Estrada,61,France,2023-05-23,Laptop,Electronics,247,325,325,247,78,2023-07-02,2023-07
ORD00784,PROD001,CUST0039,2024-08-04,4,West,Sean Estrada,61,France,2023-05-23,Laptop,Electronics,247,325,1300,988,312,2024-08-04,2024-08
ORD00075,PROD001,CUST0111,2023-12-22,4,East,John Avila,28,Hong Kong,2022-08-30,Laptop,Electronics,247,325,1300,988,312,2023-12-22,2023-12
ORD00078,PROD001,CUST0069,2024-12-24,4,East,Christy Henry,21,Saint Barthelemy,2025-01-23,Laptop,Electronics,247,325,1300,988,312,2024-12-24,2024-12
ORD00428,PROD001,CUST0033,2025-02-21,4,West,Monica Conley,59,Netherlands Antilles,2023-08-15,Laptop,Electronics,247,325,1300,988,312,2025-02-21,2025-02
ORD00123,PROD001,CUST0081,2024-08-30,4,West,David Thompson MD,31,Jersey,2023-01-13,Laptop,Electronics,247,325,1300,988,312,2024-08-30,2024-08
ORD00324,PROD001,CUST0081,2024-08-23,2,North,David Thompson MD,31,Jersey,2023-01-13,Laptop,Electronics,247,325,650,494,156,2024-08-23,2024-08
ORD00977,PROD001,CUST0129,2025-01-25,2,South,Brittany Wilson,65,Japan,2023-05-16,Laptop,Electronics,247,325,650,494,156,2025-01-25,2025-01
ORD00276,PROD001,CUST0061,2024-12-30,1,South,Melanie Lawson,25,United States Virgin Islands,2022-10-18,Laptop,Electronics,247,325,325,247,78,2024-12-30,2024-12
ORD00173,PROD001,CUST0108,2023-07-26,4,North,Sydney Lopez,61,Morocco,2024-06-19,Laptop,Electronics,247,325,1300,988,312,2023-07-26,2023-07
ORD00855,PROD001,CUST0102,2023-09-21,1,East,Melissa Wolfe,18,Burundi,2022-11-03,Laptop,Electronics,247,325,325,247,78,2023-09-21,2023-09
ORD00629,PROD001,CUST0044,2023-08-02,3,East,Christina Gardner,24,Bahrain,2024-05-03,Laptop,Electronics,247,325,975,741,234,2023-08-02,2023-08
ORD00889,PROD001,CUST0074,2024-12-31,2,North,Christine Rodriguez,46,Bangladesh,2023-03-14,Laptop,Electronics,247,325,650,494,156,2024-12-31,2024-12
ORD00118,PROD001,CUST0062,2023-06-23,3,North,Matthew Graves,64,Afghanistan,2023-06-07,Laptop,Electronics,247,325,975,741,234,2023-06-23,2023-06
ORD00281,PROD001,CUST0062,2024-06-06,4,South,Matthew Graves,64,Afghanistan,2023-06-07,Laptop,Electronics,247,325,1300,988,312,2024-06-06,2024-06
ORD00702,PROD001,CUST0062,2023-08-31,3,South,Matthew Graves,64,Afghanistan,2023-06-07,Laptop,Electronics,247,325,975,741,234,2023-08-31,2023-08
ORD00730,PROD001,CUST0080,2024-01-17,1,South,Darryl Gaines,53,Mali,2023-01-31,Laptop,Electronics,247,325,325,247,78,2024-01-17,2024-01
ORD00921,PROD001,CUST0080,2023-11-09,3,South,Darryl Gaines,53,Mali,2023-01-31,Laptop,Electronics,247,325,975,741,234,2023-11-09,2023-11
ORD00739,PROD001,CUST0008,2024-03-16,4,West,James Kim,56,Turkmenistan,2023-05-25,Laptop,Electronics,247,325,1300,988,312,2024-03-16,2024-03
ORD00124,PROD001,CUST0118,2024-04-12,2,North,Cory Waller,22,Kiribati,2023-05-27,Laptop,Electronics,247,325,650,494,156,2024-04-12,2024-04
ORD00131,PROD001,CUST0059,2024-08-13,1,North,Jonathan Gomez,24,Liechtenstein,2022-09-14,Laptop,Electronics,247,325,325,247,78,2024-08-13,2024-08
ORD00138,PROD001,CUST0016,2024-06-28,3,East,Jason George,41,Cook Islands,2024-07-12,Laptop,Electronics,247,325,975,741,234,2024-06-28,2024-06
ORD00647,PROD001,CUST0135,2024-02-22,3,West,Paula Carlson,57,Paraguay,2023-06-02,Laptop,Electronics,247,325,975,741,234,2024-02-22,2024-02
ORD00598,PROD001,CUST0007,2025-03-04,2,South,Eric Cisneros,38,Samoa,2024-03-06,Laptop,Electronics,247,325,650,494,156,2025-03-04,2025-03
ORD00224,PROD001,CUST0176,2025-04-13,2,South,Thomas Montgomery,68,Niger,2023-12-04,Laptop,Electronics,247,325,650,494,156,2025-04-13,2025-04
ORD00315,PROD001,CUST0176,2024-03-22,1,East,Thomas Montgomery,68,Niger,2023-12-04,Laptop,Electronics,247,325,325,247,78,2024-03-22,2024-03
ORD00847,PROD001,CUST0176,2025-02-04,2,East,Thomas Montgomery,68,Niger,2023-12-04,Laptop,Electronics,247,325,650,494,156,2025-02-04,2025-02
ORD00590,PROD001,CUST0072,2024-02-18,1,North,Justin Austin,59,Iraq,2024-08-11,Laptop,Electronics,247,325,325,247,78,2024-02-18,2024-02
ORD00155,PROD001,CUST0116,2024-04-12,1,North,Spencer Franco,52,Palestinian Territory,2023-07-30,Laptop,Electronics,247,325,325,247,78,2024-04-12,2024-04
ORD00721,PROD001,CUST0045,2023-12-18,1,South,Diana Olson,38,Montserrat,2023-07-18,Laptop,Electronics,247,325,325,247,78,2023-12-18,2023-12
ORD00473,PROD001,CUST0015,2023-06-16,1,East,James Gentry,57,French Polynesia,2022-12-18,Laptop,Electronics,247,325,325,247,78,2023-06-16,2023-06
ORD00507,PROD001,CUST0015,2023-10-30,4,East,James Gentry,57,French Polynesia,2022-12-18,Laptop,Electronics,247,325,1300,988,312,2023-10-30,2023-10
ORD00879,PROD001,CUST0093,2023-06-25,4,East,Tyler Davis,64,Russian Federation,2024-12-17,Laptop,Electronics,247,325,1300,988,312,2023-06-25,2023-06
ORD00553,PROD001,CUST0161,2025-03-07,3,South,Amy Todd,69,Denmark,2024-03-24,Laptop,Electronics,247,325,975,741,234,2025-03-07,2025-03
ORD00188,PROD001,CUST0170,2024-12-24,2,North,Thomas Morgan,60,Palestinian Territory,2025-03-02,Laptop,Electronics,247,325,650,494,156,2024-12-24,2024-12
ORD00997,PROD001,CUST0170,2025-03-31,2,East,Thomas Morgan,60,Palestinian Territory,2025-03-02,Laptop,Electronics,247,325,650,494,156,2025-03-31,2025-03
ORD00194,PROD001,CUST0160,2025-04-20,3,East,Jeffrey Bell,66,Ghana,2023-04-03,Laptop,Electronics,247,325,975,741,234,2025-04-20,2025-04
ORD00368,PROD001,CUST0160,2024-12-27,2,North,Jeffrey Bell,66,Ghana,2023-04-03,Laptop,Electronics,247,325,650,494,156,2024-12-27,2024-12
ORD00405,PROD001,CUST0096,2024-03-13,2,North,Carlos Kidd,42,Argentina,2024-01-27,Laptop,Electronics,247,325,650,494,156,2024-03-13,2024-03
ORD00277,PROD001,CUST0123,2023-06-25,4,East,John Henry,24,Turkey,2022-05-19,Laptop,Electronics,247,325,1300,988,312,2023-06-25,2023-06
ORD00916,PROD001,CUST0123,2024-10-27,4,South,John Henry,24,Turkey,2022-05-19,Laptop,Electronics,247,325,1300,988,312,2024-10-27,2024-10
ORD00230,PROD001,CUST0121,2025-01-11,2,East,Shannon Sanford,58,Marshall Islands,2022-10-28,Laptop,Electronics,247,325,650,494,156,2025-01-11,2025-01
ORD00451,PROD001,CUST0084,2025-01-31,4,North,Brian Lee,32,Switzerland,2024-01-22,Laptop,Electronics,247,325,1300,988,312,2025-01-31,2025-01
ORD00905,PROD001,CUST0133,2023-05-31,1,North,Jason Frazier,52,Cuba,2023-09-07,Laptop,Electronics,247,325,325,247,78,2023-05-31,2023-05
ORD00271,PROD001,CUST0177,2023-08-04,2,South,Jason Carlson,39,Andorra,2023-04-24,Laptop,Electronics,247,325,650,494,156,2023-08-04,2023-08
ORD00264,PROD001,CUST0003,2025-01-22,2,East,Kurt Walters,46,Wallis and Futuna,2022-12-10,Laptop,Electronics,247,325,650,494,156,2025-01-22,2025-01
ORD00290,PROD001,CUST0068,2024-02-09,3,South,Kevin Wolf,57,Kyrgyz Republic,2022-11-29,Laptop,Electronics,247,325,975,741,234,2024-02-09,2024-02
ORD00541,PROD001,CUST0088,2023-12-11,2,East,Deborah Knox,57,Azerbaijan,2022-09-17,Laptop,Electronics,247,325,650,494,156,2023-12-11,2023-12
ORD00471,PROD001,CUST0124,2024-05-04,3,South,Brooke Guzman,26,Comoros,2025-05-10,Laptop,Electronics,247,325,975,741,234,2024-05-04,2024-05
ORD00242,PROD001,CUST0063,2023-12-06,2,North,Daniel Strickland,52,Netherlands Antilles,2023-11-18,Laptop,Electronics,247,325,650,494,156,2023-12-06,2023-12
ORD00250,PROD001,CUST0052,2023-10-23,1,West,Tabitha Williams,67,Cambodia,2024-01-31,Laptop,Electronics,247,325,325,247,78,2023-10-23,2023-10
ORD00660,PROD001,CUST0020,2024-09-09,3,South,Daniel Martinez,41,Andorra,2022-10-17,Laptop,Electronics,247,325,975,741,234,2024-09-09,2024-09
ORD00427,PROD001,CUST0139,2025-01-30,1,South,Stephen Johnson,18,Colombia,2023-05-03,Laptop,Electronics,247,325,325,247,78,2025-01-30,2025-01
ORD00790,PROD001,CUST0038,2023-12-15,2,North,Anna Walker,68,Holy See (Vatican City State),2022-12-12,Laptop,Electronics,247,325,650,494,156,2023-12-15,2023-12
ORD00703,PROD001,CUST0060,2024-09-14,1,North,William Stout,61,Cameroon,2023-07-24,Laptop,Electronics,247,325,325,247,78,2024-09-14,2024-09
ORD00551,PROD001,CUST0092,2024-05-18,3,East,Holly Rogers,35,India,2022-08-10,Laptop,Electronics,247,325,975,741,234,2024-05-18,2024-05
ORD00897,PROD001,CUST0048,2024-06-18,1,West,Jerry Martin,35,Japan,2024-07-21,Laptop,Electronics,247,325,325,247,78,2024-06-18,2024-06
ORD00900,PROD001,CUST0156,2025-01-17,3,East,Ruth White,30,Honduras,2022-12-03,Laptop,Electronics,247,325,975,741,234,2025-01-17,2025-01
ORD00800,PROD001,CUST0119,2024-04-15,3,East,Peter Henderson,59,Yemen,2023-05-07,Laptop,Electronics,247,325,975,741,234,2024-04-15,2024-04
ORD00941,PROD001,CUST0157,2024-11-19,4,North,Tara Park,68,Guinea,2025-01-17,Laptop,Electronics,247,325,1300,988,312,2024-11-19,2024-11
ORD00469,PROD001,CUST0001,2025-04-29,1,South,Robert Hale,56,Liechtenstein,2025-02-20,Laptop,Electronics,247,325,325,247,78,2025-04-29,2025-04
ORD00829,PROD001,CUST0001,2024-05-02,1,West,Robert Hale,56,Liechtenstein,2025-02-20,Laptop,Electronics,247,325,325,247,78,2024-05-02,2024-05
ORD00479,PROD001,CUST0024,2023-06-01,1,North,Russell Beck,19,Bangladesh,2024-02-01,Laptop,Electronics,247,325,325,247,78,2023-06-01,2023-06
ORD00953,PROD001,CUST0132,2024-09-14,2,North,Allison Ball,54,Zimbabwe,2023-11-23,Laptop,Electronics,247,325,650,494,156,2024-09-14,2024-09
